_unit_id , male_score , female_score , brand_Score
815730979 , 0.33,0.33,0.33
815730980 , 0.33,0.33,0.33
815730981 , 0.33,0.33,0.33
815730982 , 0.104518,0.763681,0.131801
815730983 , 0.33,0.33,0.33
815730984 , 0.33,0.33,0.33
815730985 , 0.33,0.33,0.33
815730986 , 0.33,0.33,0.33
815730987 , 0.549056,0.397721,0.0532234
815730988 , 0.172255,0.805852,0.0218928
815730989 , 0.0292614,0.0690749,0.901664
815730992 , 0.33,0.33,0.33
815730993 , 0.33,0.33,0.33
815730994 , 0.609927,0.0134701,0.376603
815730995 , 0.33,0.33,0.33
815730996 , 0.33,0.33,0.33
815730997 , 0.33,0.33,0.33
815730998 , 0.33,0.33,0.33
815730999 , 0.892914,0.0591717,0.0479143
815731000 , 0.33,0.33,0.33
815731001 , 0.377144,0.0485588,0.574297
815731002 , 0.33,0.33,0.33
815731003 , 0.078613,0.161119,0.760268
815731004 , 0.213783,0.782417,0.00380072
815731005 , 0.33,0.33,0.33
815731006 , 0.33,0.33,0.33
815731007 , 0.33,0.33,0.33
815731008 , 0.0385486,0.959249,0.00220202
815731009 , 0.33,0.33,0.33
815731010 , 0.33,0.33,0.33
815731011 , 0.33,0.33,0.33
815731012 , 0.694193,0.0592029,0.246604
815731013 , 0.611715,0.174382,0.213903
815731014 , 0.33,0.33,0.33
815731015 , 0.33,0.33,0.33
815731016 , 0.33,0.33,0.33
815731017 , 0.95988,0.0323279,0.00779183
815731018 , 0.33,0.33,0.33
815731019 , 0.33,0.33,0.33
815731020 , 0.33,0.33,0.33
815731021 , 0.33,0.33,0.33
815731022 , 0.127652,0.861521,0.010826
815731023 , 0.0148869,0.0237671,0.961346
815731024 , 0.33,0.33,0.33
815731025 , 0.412096,0.579114,0.00878956
815731026 , 0.33,0.33,0.33
815731027 , 0.33,0.33,0.33
815731028 , 0.33,0.33,0.33
815731029 , 0.940412,0.0435338,0.0160545
815731030 , 0.33,0.33,0.33
815731031 , 0.33,0.33,0.33
815731032 , 0.33,0.33,0.33
815731033 , 0.33,0.33,0.33
815731034 , 0.341025,0.377382,0.281593
815731035 , 0.33,0.33,0.33
815731036 , 0.0179661,0.00640386,0.97563
815731037 , 0.33,0.33,0.33
815731038 , 0.33,0.33,0.33
815731039 , 0.33,0.33,0.33
815731040 , 0.33,0.33,0.33
815731041 , 0.33,0.33,0.33
815731042 , 0.33,0.33,0.33
815731043 , 0.33,0.33,0.33
815731044 , 0.33,0.33,0.33
815731045 , 0.33,0.33,0.33
815731046 , 0.33,0.33,0.33
815731047 , 0.33,0.33,0.33
815731048 , 0.33,0.33,0.33
815731049 , 0.0292614,0.0690749,0.901664
815731050 , 0.33,0.33,0.33
815731051 , 0.33,0.33,0.33
815731052 , 0.00551673,0.027169,0.967314
815731053 , 0.948248,0.0226908,0.0290609
815731054 , 0.33,0.33,0.33
815731055 , 0.33,0.33,0.33
815731056 , 0.33,0.33,0.33
815731057 , 0.33,0.33,0.33
815731058 , 0.0554739,0.0102147,0.934311
815731059 , 0.33,0.33,0.33
815731060 , 0.33,0.33,0.33
815731061 , 0.00310113,0.013269,0.98363
815731062 , 0.00995953,0.0179395,0.972101
815731063 , 0.33,0.33,0.33
815731064 , 0.33,0.33,0.33
815731065 , 0.00847781,0.0108949,0.980627
815731066 , 0.135953,0.845562,0.0184855
815731067 , 9.82192e-05,0.00067343,0.999228
815731068 , 0.00626488,0.338459,0.655276
815731069 , 0.33,0.33,0.33
815731070 , 0.33,0.33,0.33
815731071 , 0.33,0.33,0.33
815731072 , 0.33,0.33,0.33
815731073 , 0.33,0.33,0.33
815731074 , 0.33,0.33,0.33
815731075 , 0.33,0.33,0.33
815731076 , 0.33,0.33,0.33
815731077 , 0.913929,0.0727702,0.013301
815731078 , 0.33,0.33,0.33
815731079 , 0.33,0.33,0.33
815731080 , 0.219941,0.106565,0.673494
815731081 , 0.33,0.33,0.33
815731082 , 0.33,0.33,0.33
815731083 , 0.33,0.33,0.33
815731084 , 0.33,0.33,0.33
815731085 , 0.33,0.33,0.33
815731086 , 0.00551673,0.027169,0.967314
815731087 , 0.33,0.33,0.33
815731088 , 0.33,0.33,0.33
815731089 , 0.0390219,0.256812,0.704166
815731090 , 0.33,0.33,0.33
815731091 , 0.33,0.33,0.33
815731095 , 0.000635813,0.000457056,0.998907
815731096 , 0.223979,0.773747,0.0022735
815731097 , 0.33,0.33,0.33
815731098 , 0.218394,0.719613,0.0619922
815731099 , 0.33,0.33,0.33
815731100 , 0.114389,0.883222,0.00238897
815731101 , 0.33,0.33,0.33
815731102 , 0.33,0.33,0.33
815731103 , 0.33,0.33,0.33
815731104 , 0.348005,0.64301,0.00898495
815731105 , 0.162115,0.0018886,0.835997
815731106 , 0.130365,0.860766,0.00886883
815731107 , 0.33,0.33,0.33
815731108 , 0.33,0.33,0.33
815731109 , 0.0195694,0.00209269,0.978338
815731110 , 0.33,0.33,0.33
815731111 , 0.33,0.33,0.33
815731112 , 0.33,0.33,0.33
815731113 , 0.606777,0.14279,0.250434
815731114 , 0.7892,0.195392,0.0154075
815731115 , 0.000626357,0.00055784,0.998816
815731116 , 0.33,0.33,0.33
815731117 , 0.33,0.33,0.33
815731118 , 0.33,0.33,0.33
815731119 , 0.683834,0.176529,0.139636
815731120 , 0.33,0.33,0.33
815731121 , 0.33,0.33,0.33
815731122 , 0.0173195,0.947842,0.0348386
815731123 , 9.06605e-05,4.7093e-05,0.999862
815731124 , 0.33,0.33,0.33
815731125 , 0.0364052,0.713333,0.250262
815731126 , 0.0477779,0.00255933,0.949663
815731127 , 0.33,0.33,0.33
815731128 , 0.33,0.33,0.33
815731129 , 0.33,0.33,0.33
815731130 , 0.00515795,0.967435,0.0274071
815731131 , 0.969131,0.0302718,0.000597575
815731132 , 0.33,0.33,0.33
815731133 , 0.326889,0.0596314,0.613479
815731134 , 0.33,0.33,0.33
815731135 , 0.33,0.33,0.33
815731136 , 0.33,0.33,0.33
815731137 , 0.33,0.33,0.33
815731138 , 0.33,0.33,0.33
815731139 , 0.33,0.33,0.33
815731140 , 0.33,0.33,0.33
815731141 , 0.33,0.33,0.33
815731142 , 0.33,0.33,0.33
815731143 , 0.33,0.33,0.33
815731144 , 0.460456,0.451313,0.0882307
815731145 , 0.33,0.33,0.33
815731146 , 0.33,0.33,0.33
815731147 , 0.33,0.33,0.33
815731148 , 0.33,0.33,0.33
815731149 , 0.33,0.33,0.33
815731150 , 0.33,0.33,0.33
815731151 , 0.311654,0.546788,0.141559
815731152 , 0.33,0.33,0.33
815731153 , 0.33,0.33,0.33
815731154 , 0.331921,0.0506882,0.617391
815731155 , 0.33,0.33,0.33
815731156 , 0.33,0.33,0.33
815731157 , 0.33,0.33,0.33
815731158 , 0.798632,0.153225,0.0481432
815731159 , 0.33,0.33,0.33
815731160 , 0.33,0.33,0.33
815731161 , 0.0371742,0.852977,0.109849
815731162 , 0.499021,0.449731,0.0512482
815731163 , 0.33,0.33,0.33
815731164 , 0.33,0.33,0.33
815731165 , 0.0148869,0.0237671,0.961346
815731166 , 0.325433,0.663163,0.0114036
815731167 , 0.33,0.33,0.33
815731168 , 0.0885021,0.00554727,0.905951
815731169 , 0.0816401,0.00020562,0.918154
815731170 , 0.33,0.33,0.33
815731171 , 0.33,0.33,0.33
815731172 , 0.33,0.33,0.33
815731173 , 0.33,0.33,0.33
815731174 , 0.33,0.33,0.33
815731175 , 0.33,0.33,0.33
815731176 , 0.33,0.33,0.33
815731177 , 0.429825,0.56352,0.00665471
815731178 , 0.0207297,0.000159209,0.979111
815731179 , 0.33,0.33,0.33
815731180 , 0.063287,0.927529,0.0091842
815731181 , 0.504876,0.474955,0.0201688
815731182 , 0.33,0.33,0.33
815731183 , 0.33,0.33,0.33
815731184 , 0.821319,0.120141,0.0585407
815731185 , 0.791038,0.16084,0.0481221
815731186 , 0.33,0.33,0.33
815731187 , 0.15257,0.846127,0.00130228
815731188 , 0.33,0.33,0.33
815731189 , 0.33,0.33,0.33
815731190 , 0.33,0.33,0.33
815731191 , 0.993006,0.00314391,0.00384989
815731192 , 0.33,0.33,0.33
815731193 , 0.33,0.33,0.33
815731194 , 0.33,0.33,0.33
815731197 , 0.33,0.33,0.33
815731198 , 0.33,0.33,0.33
815731199 , 0.33,0.33,0.33
815731200 , 0.33,0.33,0.33
815731201 , 0.000561555,0.000420601,0.999018
815731202 , 0.138799,0.0709355,0.790266
815731203 , 0.480038,0.516503,0.00345899
815731204 , 0.931251,0.0121146,0.0566345
815731205 , 0.33,0.33,0.33
815731206 , 0.33,0.33,0.33
815731207 , 0.33,0.33,0.33
815731208 , 0.000250249,0.0012873,0.998462
815731209 , 0.0327706,0.101018,0.866211
815731210 , 0.33,0.33,0.33
815731211 , 0.33,0.33,0.33
815731212 , 0.000544604,0.00029934,0.999156
815731213 , 0.0757758,0.915101,0.00912335
815731214 , 0.130543,0.0312436,0.838213
815731215 , 0.33,0.33,0.33
815731216 , 0.839154,0.13436,0.0264865
815731217 , 0.33,0.33,0.33
815731218 , 0.33,0.33,0.33
815731219 , 7.42249e-05,6.57289e-05,0.99986
815731220 , 0.463743,0.148004,0.388254
815731221 , 0.33,0.33,0.33
815731222 , 0.33,0.33,0.33
815731223 , 0.33,0.33,0.33
815731224 , 0.0328754,0.17893,0.788195
815731225 , 0.33,0.33,0.33
815731226 , 0.33,0.33,0.33
815731227 , 0.33,0.33,0.33
815731228 , 0.33,0.33,0.33
815731229 , 0.33,0.33,0.33
815731230 , 0.33,0.33,0.33
815731231 , 0.33,0.33,0.33
815731232 , 0.33,0.33,0.33
815731233 , 0.933124,0.0436197,0.0232566
815731234 , 0.000270928,0.00374166,0.995987
815731235 , 0.33,0.33,0.33
815731236 , 0.33,0.33,0.33
815731237 , 0.33,0.33,0.33
815731238 , 0.00310113,0.013269,0.98363
815731239 , 0.33,0.33,0.33
815731240 , 0.33,0.33,0.33
815731241 , 0.000649233,4.04081e-06,0.999347
815731242 , 0.33,0.33,0.33
815731243 , 0.588885,0.403438,0.0076765
815731244 , 0.33,0.33,0.33
815731245 , 0.00365305,0.000338084,0.996009
815731246 , 0.33,0.33,0.33
815731247 , 0.0270343,0.969015,0.00395029
815731248 , 0.421945,0.23875,0.339305
815731249 , 0.33,0.33,0.33
815731250 , 0.33,0.33,0.33
815731251 , 0.00433997,9.24834e-05,0.995568
815731252 , 0.660714,0.321466,0.0178198
815731253 , 0.33,0.33,0.33
815731254 , 0.33,0.33,0.33
815731255 , 0.33,0.33,0.33
815731256 , 0.33,0.33,0.33
815731257 , 0.33,0.33,0.33
815731258 , 0.0418384,0.0368163,0.921345
815731259 , 0.134284,0.862046,0.00367009
815731260 , 0.33,0.33,0.33
815731261 , 0.33,0.33,0.33
815731262 , 0.33,0.33,0.33
815731263 , 0.33,0.33,0.33
815731264 , 0.33,0.33,0.33
815731265 , 0.0330967,0.11824,0.848664
815731266 , 0.33,0.33,0.33
815731267 , 0.158664,0.832822,0.0085138
815731268 , 0.33,0.33,0.33
815731269 , 0.33,0.33,0.33
815731270 , 0.835893,0.132674,0.0314322
815731271 , 0.33,0.33,0.33
815731272 , 0.254335,0.739362,0.00630215
815731273 , 0.33,0.33,0.33
815731274 , 0.33,0.33,0.33
815731275 , 0.33,0.33,0.33
815731276 , 0.33,0.33,0.33
815731277 , 0.33,0.33,0.33
815731278 , 0.00589678,0.00524941,0.988854
815731279 , 0.994777,0.00474918,0.000473907
815731280 , 0.33,0.33,0.33
815731281 , 0.00101876,0.0150636,0.983918
815731282 , 0.0855204,0.445925,0.468554
815731283 , 0.33,0.33,0.33
815731284 , 0.00844789,0.990933,0.000619507
815731285 , 0.33,0.33,0.33
815731286 , 0.000649233,4.04081e-06,0.999347
815731287 , 0.33,0.33,0.33
815731288 , 0.33,0.33,0.33
815731289 , 0.0105076,0.00660074,0.982892
815731290 , 0.33,0.33,0.33
815731291 , 0.33,0.33,0.33
815731292 , 0.33,0.33,0.33
815731293 , 0.139019,0.857432,0.00354917
815731294 , 0.153896,0.11762,0.728484
815731295 , 0.33,0.33,0.33
815731296 , 0.33,0.33,0.33
815731301 , 0.33,0.33,0.33
815731302 , 0.33,0.33,0.33
815731303 , 0.00665975,0.00400646,0.989334
815731304 , 0.33,0.33,0.33
815731305 , 0.33,0.33,0.33
815731306 , 0.33,0.33,0.33
815731307 , 0.33,0.33,0.33
815731308 , 0.33,0.33,0.33
815731309 , 0.33,0.33,0.33
815731310 , 0.33,0.33,0.33
815731311 , 0.676325,0.0221181,0.301557
815731312 , 0.38565,0.445584,0.168765
815731313 , 0.33,0.33,0.33
815731314 , 0.33,0.33,0.33
815731315 , 0.33,0.33,0.33
815731316 , 0.33,0.33,0.33
815731317 , 0.33,0.33,0.33
815731318 , 0.33,0.33,0.33
815731319 , 0.383926,0.198414,0.41766
815731320 , 0.00480456,0.000789872,0.994406
815731321 , 0.33,0.33,0.33
815731322 , 0.33,0.33,0.33
815731323 , 0.33,0.33,0.33
815731324 , 0.33,0.33,0.33
815731325 , 0.33,0.33,0.33
815731326 , 0.33,0.33,0.33
815731327 , 0.33,0.33,0.33
815731328 , 0.615058,0.327948,0.0569941
815731329 , 0.33,0.33,0.33
815731330 , 0.33,0.33,0.33
815731331 , 0.33,0.33,0.33
815731332 , 0.33,0.33,0.33
815731333 , 0.33,0.33,0.33
815731334 , 0.33,0.33,0.33
815731335 , 0.490953,0.482442,0.0266047
815731336 , 0.140455,0.336923,0.522622
815731337 , 0.33,0.33,0.33
815731338 , 0.954065,0.0431235,0.00281172
815731339 , 0.989381,0.000502402,0.0101169
815731340 , 0.33,0.33,0.33
815731341 , 0.808185,0.12689,0.0649243
815731342 , 0.33,0.33,0.33
815731343 , 0.33,0.33,0.33
815731344 , 0.0242846,0.03143,0.944285
815731345 , 0.0193427,0.487223,0.493434
815731346 , 0.33,0.33,0.33
815731347 , 0.975503,0.0212718,0.00322566
815731348 , 0.33,0.33,0.33
815731349 , 0.33,0.33,0.33
815731350 , 0.33,0.33,0.33
815731351 , 0.33,0.33,0.33
815731352 , 0.33,0.33,0.33
815731353 , 0.33,0.33,0.33
815731354 , 0.33,0.33,0.33
815731355 , 0.33,0.33,0.33
815731356 , 0.000651662,0.00189736,0.997451
815731357 , 0.054023,0.0505104,0.895467
815731358 , 0.33,0.33,0.33
815731359 , 0.33,0.33,0.33
815731360 , 0.0973622,0.00051422,0.902124
815731361 , 0.33,0.33,0.33
815731362 , 0.38103,0.0521193,0.566851
815731363 , 0.33,0.33,0.33
815731364 , 0.9385,0.0514661,0.010034
815731365 , 0.33,0.33,0.33
815731366 , 0.983625,0.00769309,0.00868137
815731367 , 0.0630435,0.240048,0.696908
815731368 , 0.33,0.33,0.33
815731369 , 0.33,0.33,0.33
815731370 , 0.000380812,6.80843e-05,0.999551
815731371 , 0.929978,0.0209864,0.0490351
815731372 , 0.237607,0.0455794,0.716813
815731373 , 0.928437,0.0221564,0.0494067
815731374 , 0.0169797,0.943254,0.0397666
815731375 , 0.000661054,0.00173425,0.997605
815731376 , 0.857797,0.119411,0.0227919
815731377 , 0.33,0.33,0.33
815731378 , 0.17621,0.821043,0.0027465
815731379 , 0.33,0.33,0.33
815731380 , 0.138911,0.0357779,0.825311
815731381 , 0.700437,0.052083,0.24748
815731382 , 0.33,0.33,0.33
815731383 , 0.33,0.33,0.33
815731384 , 0.33,0.33,0.33
815731385 , 0.33,0.33,0.33
815731386 , 0.18685,0.276128,0.537023
815731387 , 0.33,0.33,0.33
815731388 , 0.33,0.33,0.33
815731389 , 0.33,0.33,0.33
815731390 , 0.33,0.33,0.33
815731391 , 0.33,0.33,0.33
815731392 , 0.33,0.33,0.33
815731393 , 0.33,0.33,0.33
815731394 , 0.33,0.33,0.33
815731395 , 0.33,0.33,0.33
815731396 , 0.33,0.33,0.33
815731397 , 0.0624314,0.0483968,0.889172
815731398 , 0.33,0.33,0.33
815731399 , 0.33,0.33,0.33
815731400 , 0.33,0.33,0.33
815731406 , 0.33,0.33,0.33
815731407 , 0.33,0.33,0.33
815731408 , 0.33,0.33,0.33
815731409 , 0.94026,0.0366568,0.023083
815731410 , 0.33,0.33,0.33
815731411 , 0.00964229,0.00372943,0.986628
815731412 , 0.70131,0.0910799,0.20761
815731413 , 0.801439,0.160082,0.0384791
815731414 , 0.33,0.33,0.33
815731415 , 0.33,0.33,0.33
815731416 , 0.891109,0.107578,0.00131271
815731417 , 0.33,0.33,0.33
815731418 , 8.08907e-06,1.05874e-05,0.999981
815731419 , 0.33,0.33,0.33
815731420 , 0.33,0.33,0.33
815731421 , 0.33,0.33,0.33
815731422 , 0.33,0.33,0.33
815731423 , 0.374785,0.480874,0.144342
815731424 , 0.33,0.33,0.33
815731425 , 0.0293798,0.966458,0.0041624
815731426 , 0.33,0.33,0.33
815731427 , 0.33,0.33,0.33
815731428 , 0.0464444,0.00235577,0.9512
815731429 , 0.0404154,0.936577,0.0230079
815731430 , 0.33,0.33,0.33
815731431 , 0.502303,0.263093,0.234604
815731432 , 0.00308382,0.0111212,0.985795
815731433 , 0.414284,0.56297,0.0227458
815731434 , 0.33,0.33,0.33
815731435 , 0.33,0.33,0.33
815731436 , 0.33,0.33,0.33
815731437 , 0.822351,0.15468,0.0229687
815731438 , 0.0242846,0.03143,0.944285
815731439 , 0.33,0.33,0.33
815731440 , 0.33,0.33,0.33
815731441 , 0.33,0.33,0.33
815731442 , 0.33,0.33,0.33
815731443 , 0.693704,0.274908,0.0313883
815731444 , 0.33,0.33,0.33
815731445 , 0.801439,0.160082,0.0384791
815731446 , 0.33,0.33,0.33
815731447 , 0.33,0.33,0.33
815731448 , 0.33,0.33,0.33
815731449 , 0.33,0.33,0.33
815731450 , 0.33,0.33,0.33
815731451 , 0.33,0.33,0.33
815731452 , 0.33,0.33,0.33
815731453 , 0.0027579,0.9952,0.00204241
815731454 , 0.33,0.33,0.33
815731455 , 0.33,0.33,0.33
815731456 , 0.34412,0.576157,0.0797232
815731457 , 0.33,0.33,0.33
815731458 , 0.187372,0.793179,0.0194494
815731459 , 0.33,0.33,0.33
815731460 , 0.33,0.33,0.33
815731461 , 0.33,0.33,0.33
815731462 , 0.33,0.33,0.33
815731463 , 0.33,0.33,0.33
815731464 , 0.206828,0.764532,0.0286402
815731465 , 0.33,0.33,0.33
815731466 , 0.33,0.33,0.33
815731467 , 0.33,0.33,0.33
815731468 , 0.33,0.33,0.33
815731469 , 0.33,0.33,0.33
815731470 , 0.33,0.33,0.33
815731471 , 0.930206,0.0680638,0.00173029
815731472 , 0.33,0.33,0.33
815731473 , 0.33,0.33,0.33
815731474 , 0.33,0.33,0.33
815731475 , 0.800768,0.185588,0.0136435
815731476 , 0.350474,0.162568,0.486958
815731477 , 0.33,0.33,0.33
815731478 , 0.33,0.33,0.33
815731479 , 0.566555,0.420415,0.0130293
815731480 , 0.33,0.33,0.33
815731481 , 0.33,0.33,0.33
815731482 , 0.33,0.33,0.33
815731483 , 0.808231,0.0650356,0.126733
815731484 , 0.33,0.33,0.33
815731485 , 0.201699,0.797754,0.000546995
815731486 , 0.33,0.33,0.33
815731487 , 0.33,0.33,0.33
815731488 , 0.33,0.33,0.33
815731489 , 0.33,0.33,0.33
815731490 , 0.33,0.33,0.33
815731491 , 0.33,0.33,0.33
815731492 , 0.00472811,0.000695206,0.994577
815731493 , 0.33,0.33,0.33
815731494 , 0.318415,0.670074,0.0115108
815731495 , 0.33,0.33,0.33
815731496 , 0.33,0.33,0.33
815731497 , 0.33,0.33,0.33
815731498 , 0.94026,0.0366568,0.023083
815731499 , 0.33,0.33,0.33
815731500 , 0.000936476,0.000563848,0.9985
815731501 , 0.33,0.33,0.33
815731502 , 0.33,0.33,0.33
815731503 , 0.187961,0.777959,0.03408
815731504 , 0.0300925,0.967832,0.00207567
815731505 , 0.33,0.33,0.33
815731508 , 0.0780741,0.00958115,0.912345
815731509 , 0.516496,0.406139,0.0773643
815731510 , 0.0924207,0.888563,0.0190161
815731511 , 0.33,0.33,0.33
815731512 , 0.33,0.33,0.33
815731513 , 0.907865,0.0793004,0.012835
815731514 , 0.574904,0.414837,0.0102589
815731515 , 0.33,0.33,0.33
815731516 , 0.925391,0.06527,0.00933923
815731517 , 0.00573376,0.0572642,0.937002
815731518 , 0.00582735,0.00224766,0.991925
815731519 , 0.33,0.33,0.33
815731520 , 0.943599,0.0533824,0.00301899
815731521 , 0.33,0.33,0.33
815731522 , 0.33,0.33,0.33
815731523 , 0.56568,0.378907,0.055413
815731524 , 0.33,0.33,0.33
815731525 , 0.604001,0.338742,0.0572576
815731526 , 0.451759,0.538121,0.0101192
815731527 , 3.18344e-05,0.000582643,0.999385
815731528 , 0.33,0.33,0.33
815731529 , 0.33,0.33,0.33
815731530 , 0.33,0.33,0.33
815731531 , 0.98199,0.00864562,0.0093642
815731532 , 0.33,0.33,0.33
815731533 , 0.33,0.33,0.33
815731534 , 0.33,0.33,0.33
815731535 , 0.33,0.33,0.33
815731536 , 0.33,0.33,0.33
815731537 , 0.33,0.33,0.33
815731538 , 0.33,0.33,0.33
815731539 , 0.0686238,0.428028,0.503348
815731540 , 0.33,0.33,0.33
815731541 , 0.33,0.33,0.33
815731542 , 0.33,0.33,0.33
815731543 , 0.33,0.33,0.33
815731544 , 0.00369816,0.229541,0.766761
815731545 , 0.33,0.33,0.33
815731546 , 0.00402817,0.00597563,0.989996
815731547 , 0.374176,0.451204,0.17462
815731548 , 0.22546,0.769127,0.005413
815731549 , 0.33,0.33,0.33
815731550 , 0.33,0.33,0.33
815731551 , 0.33,0.33,0.33
815731552 , 0.33,0.33,0.33
815731553 , 0.16302,0.730504,0.106476
815731554 , 0.33,0.33,0.33
815731555 , 0.951834,0.0450552,0.00311071
815731556 , 0.33,0.33,0.33
815731557 , 0.33,0.33,0.33
815731558 , 0.0754799,0.462268,0.462252
815731559 , 0.33,0.33,0.33
815731560 , 0.00310113,0.013269,0.98363
815731561 , 0.00215752,0.00203036,0.995812
815731562 , 0.33,0.33,0.33
815731563 , 0.33,0.33,0.33
815731564 , 0.715486,0.259388,0.0251256
815731565 , 0.33,0.33,0.33
815731566 , 0.463802,0.0321432,0.504055
815731567 , 0.983516,0.0120788,0.0044054
815731568 , 0.00882299,0.044232,0.946945
815731569 , 0.534647,0.285671,0.179682
815731570 , 0.33,0.33,0.33
815731571 , 0.33,0.33,0.33
815731572 , 0.33,0.33,0.33
815731573 , 0.766699,0.228105,0.00519662
815731574 , 0.33,0.33,0.33
815731575 , 0.33,0.33,0.33
815731576 , 0.692542,0.23615,0.0713085
815731577 , 0.33,0.33,0.33
815731578 , 0.33,0.33,0.33
815731579 , 0.809756,0.0903468,0.0998973
815731580 , 0.33,0.33,0.33
815731581 , 0.33,0.33,0.33
815731582 , 0.33,0.33,0.33
815731583 , 0.33,0.33,0.33
815731584 , 0.33,0.33,0.33
815731585 , 0.030355,0.00717192,0.962473
815731586 , 0.607711,0.383444,0.00884552
815731587 , 0.33,0.33,0.33
815731588 , 0.33,0.33,0.33
815731589 , 0.33,0.33,0.33
815731590 , 0.054023,0.0505104,0.895467
815731591 , 0.335626,0.012365,0.652009
815731592 , 0.33,0.33,0.33
815731593 , 0.33,0.33,0.33
815731594 , 0.0140413,0.864731,0.121228
815731595 , 0.33,0.33,0.33
815731596 , 0.33,0.33,0.33
815731597 , 0.104253,0.0613252,0.834422
815731598 , 0.33,0.33,0.33
815731599 , 0.117751,0.877038,0.00521062
815731600 , 0.33,0.33,0.33
815731601 , 0.33,0.33,0.33
815731602 , 0.33,0.33,0.33
815731603 , 0.927935,0.0708185,0.00124675
815731604 , 0.33,0.33,0.33
815731605 , 0.00942845,0.00029608,0.990276
815731606 , 0.33,0.33,0.33
815731607 , 0.255905,0.741633,0.0024619
815731612 , 0.000895934,0.0283513,0.970753
815731613 , 0.00413049,0.992145,0.00372506
815731614 , 0.33,0.33,0.33
815731615 , 0.750317,0.243942,0.00574143
815731616 , 0.0592953,0.0178846,0.92282
815731617 , 0.33,0.33,0.33
815731618 , 0.0175941,0.00955144,0.972854
815731619 , 0.00220029,0.00260416,0.995196
815731620 , 0.00740805,0.991008,0.00158411
815731621 , 0.33,0.33,0.33
815731622 , 0.33,0.33,0.33
815731623 , 0.33,0.33,0.33
815731624 , 0.200197,0.0790418,0.720761
815731625 , 0.72696,0.0476814,0.225358
815731626 , 0.000717765,0.977535,0.0217469
815731627 , 0.33,0.33,0.33
815731628 , 0.33,0.33,0.33
815731629 , 0.33,0.33,0.33
815731630 , 0.33357,0.318159,0.348272
815731631 , 0.33,0.33,0.33
815731632 , 0.33,0.33,0.33
815731633 , 0.33,0.33,0.33
815731634 , 0.33,0.33,0.33
815731635 , 0.00119569,6.64268e-05,0.998738
815731636 , 0.33,0.33,0.33
815731637 , 0.33,0.33,0.33
815731638 , 0.33,0.33,0.33
815731639 , 0.202413,0.507401,0.290185
815731640 , 0.33,0.33,0.33
815731641 , 0.33,0.33,0.33
815731642 , 0.764236,0.21883,0.0169342
815731643 , 0.33,0.33,0.33
815731644 , 0.33,0.33,0.33
815731645 , 0.33,0.33,0.33
815731646 , 0.33,0.33,0.33
815731647 , 0.33,0.33,0.33
815731648 , 0.304151,0.663093,0.032756
815731649 , 0.0364625,0.864146,0.0993911
815731650 , 0.33,0.33,0.33
815731651 , 0.33,0.33,0.33
815731652 , 0.33,0.33,0.33
815731653 , 0.33,0.33,0.33
815731654 , 0.33,0.33,0.33
815731655 , 0.300024,0.131121,0.568854
815731656 , 0.33,0.33,0.33
815731657 , 0.33,0.33,0.33
815731658 , 0.673078,0.282351,0.0445714
815731659 , 0.013697,0.927993,0.0583102
815731660 , 0.556541,0.439208,0.00425043
815731661 , 0.33,0.33,0.33
815731662 , 0.33,0.33,0.33
815731663 , 0.0111631,0.042878,0.945959
815731664 , 0.0429306,0.948646,0.00842322
815731665 , 0.33,0.33,0.33
815731666 , 0.0148869,0.0237671,0.961346
815731667 , 0.33,0.33,0.33
815731668 , 0.00310113,0.013269,0.98363
815731669 , 0.987782,0.00468139,0.00753704
815731670 , 0.33,0.33,0.33
815731671 , 0.33,0.33,0.33
815731672 , 0.33,0.33,0.33
815731673 , 0.33,0.33,0.33
815731674 , 0.33,0.33,0.33
815731675 , 0.912894,0.00142603,0.0856798
815731676 , 0.33,0.33,0.33
815731677 , 0.33,0.33,0.33
815731678 , 0.33,0.33,0.33
815731679 , 0.0588985,0.00614859,0.934953
815731680 , 0.665273,0.0410825,0.293644
815731681 , 0.33,0.33,0.33
815731682 , 0.472486,0.445277,0.0822368
815731683 , 0.33,0.33,0.33
815731684 , 0.33,0.33,0.33
815731685 , 0.33,0.33,0.33
815731686 , 0.33,0.33,0.33
815731687 , 0.33,0.33,0.33
815731688 , 0.0448178,0.0309404,0.924242
815731689 , 0.307545,0.685661,0.00679377
815731690 , 0.33,0.33,0.33
815731691 , 0.33,0.33,0.33
815731692 , 0.33,0.33,0.33
815731693 , 0.566646,0.161976,0.271379
815731694 , 0.664833,0.280839,0.0543286
815731695 , 0.33,0.33,0.33
815731696 , 0.33,0.33,0.33
815731697 , 0.541571,0.178594,0.279835
815731698 , 0.33,0.33,0.33
815731699 , 0.296366,0.189833,0.513801
815731700 , 0.846987,0.116724,0.0362888
815731701 , 0.33,0.33,0.33
815731702 , 0.0588985,0.00614859,0.934953
815731703 , 0.930895,0.0663803,0.00272504
815731704 , 0.33,0.33,0.33
815731705 , 0.33,0.33,0.33
815731706 , 0.33,0.33,0.33
815731707 , 0.33,0.33,0.33
815731708 , 0.33,0.33,0.33
815731709 , 0.000803629,9.67787e-05,0.9991
815731710 , 0.0292614,0.0690749,0.901664
815731711 , 0.739601,0.170638,0.0897613
815731714 , 0.33,0.33,0.33
815731715 , 0.33,0.33,0.33
815731716 , 0.33,0.33,0.33
